# of adv guards,adv guard bw,# of adv exits,adv exit bw,# of nodes,# of paths,# of trees,% bandwidth of adversary exit nodes among other exit nodes,% bandwidth of adversary entry nodes among other entry nodes,% bandwidth of adversary nodes among all nodes,% of paths with an adversary exit node,% of paths with an adversary entry node,% of paths with both aversary exit and entry node,% of paths with both aversary exit midle and entry node,% of trees with an adversary exit node,% of trees with an adversary entry node,% of trees with an adversary entry and exit node,% of trees with an adversary entry middle and exit node,average number of adversary middle nodes,average number of adversary exit nodes,
200,10000,348,15000,7293,100,100,15.450739357837081,2.3212210894959906,7.022141951510243,19.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5,80,
200,10000,349,15000,7294,100,100,15.48826145108412,2.3212210894959906,7.03570445455198,19.0,100.0,19.0,0.0,57.0,0.0,0.0,0.0,9,74,
200,10000,350,15000,7295,100,100,15.525750255265514,2.3212210894959906,7.049263001497818,14.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,10,80,
200,10000,351,15000,7296,100,100,15.563205814661995,2.3212210894959906,7.062817594078456,19.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,11,77,
200,10000,352,15000,7297,100,100,15.600628173475794,2.3212210894959906,7.076368234023585,21.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,13,60,
200,10000,353,15000,7298,100,100,15.63801737583082,2.3212210894959906,7.089914923061886,17.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,7,89,
200,10000,354,15000,7299,100,100,15.675373465772822,2.3212210894959906,7.103457662921032,26.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,8,78,
200,10000,355,15000,7300,100,100,15.712696487269573,2.3212210894959906,7.116996455327691,18.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,10,80,
200,10000,356,15000,7301,100,100,15.749986484211037,2.3212210894959906,7.130531302007523,19.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,11,79,
200,10000,357,15000,7302,100,100,15.78724350040954,2.3212210894959906,7.144062204685182,23.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,10,82,
200,10000,358,15000,7303,100,100,15.824467579599945,2.3212210894959906,7.157589165084317,26.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,11,82,
200,10000,359,15000,7304,100,100,15.861658765439822,2.3212210894959906,7.171112184927573,22.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,13,74,
200,10000,360,15000,7305,100,100,15.89881710150962,2.3212210894959906,7.184631265936592,19.0,100.0,19.0,0.0,62.0,0.0,0.0,0.0,9,81,
200,10000,361,15000,7306,100,100,15.93594263131283,2.3212210894959906,7.198146409832014,20.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,7,76,
200,10000,362,15000,7307,100,100,15.973035398276165,2.3212210894959906,7.211657618333474,19.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,10,88,
200,10000,363,15000,7308,100,100,16.010095445749727,2.3212210894959906,7.225164893159609,16.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,8,84,
200,10000,364,15000,7309,100,100,16.047122817007164,2.3212210894959906,7.238668236028053,13.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,9,80,
200,10000,365,15000,7310,100,100,16.08411755524586,2.3212210894959906,7.252167648655441,19.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,9,72,
200,10000,366,15000,7311,100,100,16.121079703587082,2.3212210894959906,7.265663132757411,11.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,11,90,
200,10000,367,15000,7312,100,100,16.15800930507616,2.3212210894959906,7.279154690048598,21.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,12,79,
200,10000,368,15000,7313,100,100,16.19490640268265,2.3212210894959906,7.292642322242643,22.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,5,79,
200,10000,369,15000,7314,100,100,16.231771039300504,2.3212210894959906,7.306126031052189,17.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,7,76,
200,10000,370,15000,7315,100,100,16.26860325774823,2.3212210894959906,7.319605818188883,22.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,5,87,
200,10000,371,15000,7316,100,100,16.305403100769063,2.3212210894959906,7.333081685363376,16.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,6,73,
200,10000,372,15000,7317,100,100,16.342170611031122,2.3212210894959906,7.346553634285323,18.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,10,88,
200,10000,373,15000,7318,100,100,16.378905831127597,2.3212210894959906,7.360021666663388,14.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,6,74,
200,10000,374,15000,7319,100,100,16.415608803576884,2.3212210894959906,7.37348578420524,26.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,8,84,
200,10000,375,15000,7320,100,100,16.452279570822764,2.3212210894959906,7.386945988617554,18.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,9,70,
200,10000,376,15000,7321,100,100,16.488918175234573,2.3212210894959906,7.400402281606016,22.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,10,97,
200,10000,377,15000,7322,100,100,16.525524659107358,2.3212210894959906,7.413854664875319,23.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,100,81,
200,10000,378,15000,7323,100,100,16.56209906466203,2.3212210894959906,7.427303140129166,32.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,14,94,
200,10000,379,15000,7324,100,100,16.59864143404554,2.3212210894959906,7.440747709070269,17.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,10,92,
200,10000,380,15000,7325,100,100,16.63515180933104,2.3212210894959906,7.4541883734003545,18.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,6,90,
200,10000,381,15000,7326,100,100,16.671630232518044,2.3212210894959906,7.467625134820156,24.0,100.0,24.0,2.0,63.0,200.0,63.0,2.0,2,86,
200,10000,382,15000,7327,100,100,16.70807674553258,2.3212210894959906,7.481057995029422,18.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,7,78,
200,10000,383,15000,7328,100,100,16.744491390227356,2.3212210894959906,7.494486955726916,22.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,8,90,
200,10000,384,15000,7329,100,100,16.780874208381924,2.3212210894959906,7.507912018610411,25.0,100.0,25.0,0.0,54.0,0.0,0.0,0.0,4,89,
200,10000,385,15000,7330,100,100,16.81722524170284,2.3212210894959906,7.521333185376698,15.0,0.0,0.0,0.0,65.0,200.0,65.0,0.0,7,84,
200,10000,386,15000,7331,100,100,16.853544531823815,2.3212210894959906,7.534750457721581,22.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6,94,
200,10000,387,15000,7332,100,100,16.889832120305883,2.3212210894959906,7.548163837339883,18.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,7,87,
200,10000,388,15000,7333,100,100,16.92608804863755,2.3212210894959906,7.561573325925441,19.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,8,88,
200,10000,389,15000,7334,100,100,16.962312358234968,2.3212210894959906,7.574978925171109,15.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,12,90,
200,10000,390,15000,7335,100,100,16.998505090442073,2.3212210894959906,7.588380636768763,25.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,5,96,
200,10000,391,15000,7336,100,100,17.034666286530754,2.3212210894959906,7.601778462409293,26.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,9,76,
200,10000,392,15000,7337,100,100,17.070795987701015,2.3212210894959906,7.615172403782611,23.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,10,84,
200,10000,393,15000,7338,100,100,17.10689423508111,2.3212210894959906,7.62856246257765,21.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,97,85,
200,10000,394,15000,7339,100,100,17.142961069727733,2.3212210894959906,7.641948640482362,19.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,90,96,
200,10000,395,15000,7340,100,100,17.178996532626133,2.3212210894959906,7.655330939183723,16.0,100.0,16.0,11.0,62.0,200.0,62.0,11.0,99,95,
200,10000,396,15000,7341,100,100,17.215000664690304,2.3212210894959906,7.668709360367729,26.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4,83,
200,10000,397,15000,7342,100,100,17.25097350676312,2.3212210894959906,7.682083905719402,27.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,13,93,
200,10000,398,15000,7343,100,100,17.2869150996165,2.3212210894959906,7.695454576922784,31.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,15,95,
200,10000,399,15000,7344,100,100,17.322825483951554,2.3212210894959906,7.7088213756609445,16.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,11,80,
201,10000,200,15000,7146,100,100,9.504260617470903,2.3325564759792465,4.979741546642719,14.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,12,62,
201,10000,201,15000,7147,100,100,9.547244945351284,2.3325564759792465,4.993906390700517,7.0,0.0,0.0,0.0,44.0,200.0,44.0,0.0,7,50,
201,10000,202,15000,7148,100,100,9.590188458597495,2.3325564759792465,5.008067012229253,10.0,100.0,10.0,0.0,40.0,200.0,40.0,0.0,7,50,
201,10000,203,15000,7149,100,100,9.633091215313636,2.3325564759792465,5.022223413116742,12.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,11,60,
201,10000,204,15000,7150,100,100,9.67595327349357,2.3325564759792465,5.0363755952496785,16.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,7,50,
201,10000,205,15000,7151,100,100,9.718774691021189,2.3325564759792465,5.05052356051363,16.0,0.0,0.0,0.0,44.0,200.0,44.0,0.0,3,59,
201,10000,206,15000,7152,100,100,9.761555525670664,2.3325564759792465,5.064667310793041,19.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,11,50,
201,10000,207,15000,7153,100,100,9.80429583510671,2.3325564759792465,5.078806847971234,11.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,10,52,
201,10000,208,15000,7154,100,100,9.84699567688485,2.3325564759792465,5.092942173930409,16.0,100.0,16.0,0.0,36.0,0.0,0.0,0.0,2,40,
201,10000,209,15000,7155,100,100,9.889655108451661,2.3325564759792465,5.107073290551644,13.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,4,54,
201,10000,210,15000,7156,100,100,9.932274187145046,2.3325564759792465,5.121200199714898,22.0,0.0,0.0,0.0,50.0,200.0,50.0,0.0,6,60,
201,10000,211,15000,7157,100,100,9.974852970194478,2.3325564759792465,5.135322903299012,13.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,5,57,
201,10000,212,15000,7158,100,100,10.017391514721266,2.3325564759792465,5.149441403181706,14.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,6,52,
201,10000,213,15000,7159,100,100,10.059889877738804,2.3325564759792465,5.163555701239583,12.0,100.0,12.0,0.0,43.0,0.0,0.0,0.0,6,55,
201,10000,214,15000,7160,100,100,10.102348116152832,2.3325564759792465,5.177665799348132,13.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,6,66,
201,10000,215,15000,7161,100,100,10.144766286761683,2.3325564759792465,5.191771699381721,17.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,8,61,
201,10000,216,15000,7162,100,100,10.187144446256541,2.3325564759792465,5.205873403213606,9.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,6,54,
201,10000,217,15000,7163,100,100,10.229482651221687,2.3325564759792465,5.2199709127159295,15.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5,66,
201,10000,218,15000,7164,100,100,10.271780958134766,2.3325564759792465,5.234064229759717,12.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,12,48,
201,10000,219,15000,7165,100,100,10.314039423367017,2.3325564759792465,5.248153356214885,17.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,5,58,
201,10000,220,15000,7166,100,100,10.356258103183542,2.3325564759792465,5.262238293950237,15.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,5,68,
201,10000,221,15000,7167,100,100,10.398437053743546,2.3325564759792465,5.276319044833462,12.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,6,70,
201,10000,222,15000,7168,100,100,10.440576331100587,2.3325564759792465,5.290395610731146,17.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,8,54,
201,10000,223,15000,7169,100,100,10.482675991202825,2.3325564759792465,5.304467993508758,15.0,0.0,0.0,0.0,55.0,200.0,55.0,0.0,9,70,
201,10000,224,15000,7170,100,100,10.524736089893274,2.3325564759792465,5.318536195030663,11.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,101,48,
201,10000,225,15000,7171,100,100,10.566756682910041,2.3325564759792465,5.332600217160118,11.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,5,40,
201,10000,226,15000,7172,100,100,10.608737825886578,2.3325564759792465,5.3466600617592706,12.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,9,58,
201,10000,227,15000,7173,100,100,10.650679574351924,2.3325564759792465,5.360715730689165,9.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,97,65,
201,10000,228,15000,7174,100,100,10.692581983730955,2.3325564759792465,5.374767225809739,9.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,5,48,
201,10000,229,15000,7175,100,100,10.73444510934462,2.3325564759792465,5.388814548979826,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,9,55,
201,10000,230,15000,7176,100,100,10.776269006410192,2.3325564759792465,5.4028577020571555,12.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4,60,
201,10000,231,15000,7177,100,100,10.81805373004151,2.3325564759792465,5.4168966868983555,20.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,7,47,
201,10000,232,15000,7178,100,100,10.859799335249214,2.3325564759792465,5.4309315053589495,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,11,44,
201,10000,233,15000,7179,100,100,10.901505876940995,2.3325564759792465,5.444962159293362,15.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,11,56,
201,10000,234,15000,7180,100,100,10.94317340992183,2.3325564759792465,5.458988650554916,16.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,5,54,
201,10000,235,15000,7181,100,100,10.984801988894224,2.3325564759792465,5.473010980995837,17.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,7,55,
201,10000,236,15000,7182,100,100,11.026391668458455,2.3325564759792465,5.487029152467248,15.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,8,59,
201,10000,237,15000,7183,100,100,11.0679425031128,2.3325564759792465,5.501043166819178,18.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,10,68,
201,10000,238,15000,7184,100,100,11.109454547253785,2.3325564759792465,5.515053025900557,17.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,10,58,
201,10000,239,15000,7185,100,100,11.150927855176414,2.3325564759792465,5.529058731559218,11.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,8,41,
201,10000,240,15000,7186,100,100,11.192362481074415,2.3325564759792465,5.5430602856419,11.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,3,55,
201,10000,241,15000,7187,100,100,11.233758479040464,2.3325564759792465,5.557057689994246,23.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,14,65,
201,10000,242,15000,7188,100,100,11.27511590306643,2.3325564759792465,5.571050946460808,15.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,5,54,
201,10000,243,15000,7189,100,100,11.31643480704361,2.3325564759792465,5.58504005688504,13.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,6,63,
201,10000,244,15000,7190,100,100,11.357715244762954,2.3325564759792465,5.599025023109309,20.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,3,77,
201,10000,245,15000,7191,100,100,11.398957269915304,2.3325564759792465,5.613005846974888,13.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11,68,
201,10000,246,15000,7192,100,100,11.440160936091633,2.3325564759792465,5.626982530321958,22.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6,62,
201,10000,247,15000,7193,100,100,11.481326296783267,2.3325564759792465,5.640955074989613,18.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,3,59,
201,10000,248,15000,7194,100,100,11.52245340538212,2.3325564759792465,5.654923482815857,11.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,2,59,
201,10000,249,15000,7195,100,100,11.563542315180925,2.3325564759792465,5.668887755637606,22.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,13,63,
201,10000,250,15000,7196,100,100,11.604593079373467,2.3325564759792465,5.682847895290686,17.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,6,59,
201,10000,251,15000,7197,100,100,11.64560575105481,2.3325564759792465,5.696803903609841,15.0,0.0,0.0,0.0,41.0,200.0,41.0,0.0,8,50,
201,10000,252,15000,7198,100,100,11.686580383221521,2.3325564759792465,5.710755782428726,14.0,100.0,14.0,0.0,46.0,0.0,0.0,0.0,11,65,
201,10000,253,15000,7199,100,100,11.72751702877191,2.3325564759792465,5.724703533579913,9.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,6,61,
201,10000,254,15000,7200,100,100,11.768415740506248,2.3325564759792465,5.738647158894887,23.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,5,57,
201,10000,255,15000,7201,100,100,11.809276571126995,2.3325564759792465,5.752586660204052,13.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,6,62,
201,10000,256,15000,7202,100,100,11.850099573239032,2.3325564759792465,5.76652203933673,14.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,8,57,
201,10000,257,15000,7203,100,100,11.890884799349879,2.3325564759792465,5.780453298121158,16.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,12,62,
201,10000,258,15000,7204,100,100,11.931632301869927,2.3325564759792465,5.794380438384495,16.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,5,54,
201,10000,259,15000,7205,100,100,11.97234213311266,2.3325564759792465,5.808303461952819,13.0,100.0,13.0,1.0,48.0,200.0,48.0,1.0,6,58,
201,10000,260,15000,7206,100,100,12.013014345294877,2.3325564759792465,5.8222223706511285,13.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,6,58,
201,10000,261,15000,7207,100,100,12.053648990536916,2.3325564759792465,5.8361371663033434,18.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4,57,
201,10000,262,15000,7208,100,100,12.094246120862879,2.3325564759792465,5.850047850732306,25.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,89,75,
201,10000,263,15000,7209,100,100,12.134805788200852,2.3325564759792465,5.863954425759782,26.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,12,60,
201,10000,264,15000,7210,100,100,12.175328044383129,2.3325564759792465,5.8778568932064585,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,12,71,
201,10000,265,15000,7211,100,100,12.215812941146426,2.3325564759792465,5.891755254891951,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,10,60,
201,10000,266,15000,7212,100,100,12.256260530132108,2.3325564759792465,5.905649512634797,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,9,57,
201,10000,267,15000,7213,100,100,12.296670862886408,2.3325564759792465,5.9195396682524635,20.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,97,54,
201,10000,268,15000,7214,100,100,12.337043990860645,2.3325564759792465,5.933425723561341,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,4,69,
201,10000,269,15000,7215,100,100,12.377379965411434,2.3325564759792465,5.947307680376751,15.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,11,63,
201,10000,270,15000,7216,100,100,12.417678837800922,2.3325564759792465,5.96118554051294,23.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,8,59,
201,10000,271,15000,7217,100,100,12.45794065919699,2.3325564759792465,5.975059305783088,16.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,8,76,
201,10000,272,15000,7218,100,100,12.498165480673471,2.3325564759792465,5.988928977999301,23.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,9,63,
201,10000,273,15000,7219,100,100,12.538353353210374,2.3325564759792465,6.002794558972619,21.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,6,58,
201,10000,274,15000,7220,100,100,12.578504327694093,2.3325564759792465,6.016656050513013,13.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,9,70,
201,10000,275,15000,7221,100,100,12.618618454917623,2.3325564759792465,6.030513454429386,16.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,8,57,
201,10000,276,15000,7222,100,100,12.658695785580774,2.3325564759792465,6.044366772529574,12.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,13,51,
201,10000,277,15000,7223,100,100,12.698736370290385,2.3325564759792465,6.058216006620348,15.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,13,61,
201,10000,278,15000,7224,100,100,12.738740259560538,2.3325564759792465,6.072061158507413,17.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,9,58,
201,10000,279,15000,7225,100,100,12.778707503812772,2.3325564759792465,6.085902229995411,17.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5,60,
201,10000,280,15000,7226,100,100,12.818638153376288,2.3325564759792465,6.099739222887919,20.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3,60,
201,10000,281,15000,7227,100,100,12.858532258488165,2.3325564759792465,6.113572138987451,16.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11,63,
201,10000,282,15000,7228,100,100,12.898389869293572,2.3325564759792465,6.127400980095462,17.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,10,73,
201,10000,283,15000,7229,100,100,12.938211035845976,2.3325564759792465,6.141225748012341,12.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,10,65,
201,10000,284,15000,7230,100,100,12.977995808107353,2.3325564759792465,6.155046444537422,22.0,100.0,22.0,0.0,54.0,200.0,54.0,0.0,9,66,
201,10000,285,15000,7231,100,100,13.017744235948395,2.3325564759792465,6.168863071468973,13.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,9,85,
201,10000,286,15000,7232,100,100,13.057456369148719,2.3325564759792465,6.182675630604209,15.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,6,74,
201,10000,287,15000,7233,100,100,13.097132257397073,2.3325564759792465,6.1964841237392845,17.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,95,65,
201,10000,288,15000,7234,100,100,13.13677195029155,2.3325564759792465,6.2102885526692955,9.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10,70,
201,10000,289,15000,7235,100,100,13.176375497339786,2.3325564759792465,6.224088919188284,25.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,13,59,
201,10000,290,15000,7236,100,100,13.21594294795917,2.3325564759792465,6.237885225089234,18.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,11,77,
201,10000,291,15000,7237,100,100,13.255474351477057,2.3325564759792465,6.251677472164075,20.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,105,69,
201,10000,292,15000,7238,100,100,13.294969757130954,2.3325564759792465,6.265465662203685,20.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,7,75,
201,10000,293,15000,7239,100,100,13.334429214068741,2.3325564759792465,6.279249796997883,10.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,8,78,
201,10000,294,15000,7240,100,100,13.373852771348878,2.3325564759792465,6.2930298783354415,19.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,8,69,
201,10000,295,15000,7241,100,100,13.413240477940585,2.3325564759792465,6.306805908004078,11.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,12,61,
201,10000,296,15000,7242,100,100,13.452592382724072,2.3325564759792465,6.320577887790457,13.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,8,81,
201,10000,297,15000,7243,100,100,13.491908534490724,2.3325564759792465,6.334345819480197,20.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5,75,
201,10000,298,15000,7244,100,100,13.531188981943309,2.3325564759792465,6.3481097048578645,19.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,6,76,
201,10000,299,15000,7245,100,100,13.570433773696179,2.3325564759792465,6.361869545706977,20.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5,69,
201,10000,300,15000,7246,100,100,13.609642958275465,2.3325564759792465,6.375625343810004,20.0,100.0,20.0,1.0,54.0,0.0,0.0,1.0,8,64,
201,10000,301,15000,7247,100,100,13.64881658411929,2.3325564759792465,6.389377100948368,12.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1,75,
201,10000,302,15000,7248,100,100,13.687954699577949,2.3325564759792465,6.403124818902447,15.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7,72,
201,10000,303,15000,7249,100,100,13.727057352914127,2.3325564759792465,6.416868499451571,17.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6,78,
201,10000,304,15000,7250,100,100,13.766124592303088,2.3325564759792465,6.430608144374024,18.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11,63,
201,10000,305,15000,7251,100,100,13.805156465832871,2.3325564759792465,6.444343755447049,12.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8,75,
201,10000,306,15000,7252,100,100,13.844153021504495,2.3325564759792465,6.458075334446843,15.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6,66,
201,10000,307,15000,7253,100,100,13.883114307232145,2.3325564759792465,6.471802883148561,20.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,9,69,
201,10000,308,15000,7254,100,100,13.922040370843378,2.3325564759792465,6.485526403326318,20.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,3,90,
201,10000,309,15000,7255,100,100,13.960931260079319,2.3325564759792465,6.499245896753185,15.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6,68,
201,10000,310,15000,7256,100,100,13.999787022594843,2.3325564759792465,6.512961365201194,19.0,100.0,19.0,0.0,57.0,200.0,57.0,0.0,6,79,
201,10000,311,15000,7257,100,100,14.038607705958789,2.3325564759792465,6.5266728104413385,16.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,10,76,
201,10000,312,15000,7258,100,100,14.077393357654136,2.3325564759792465,6.540380234243571,14.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,4,96,
201,10000,313,15000,7259,100,100,14.11614402507821,2.3325564759792465,6.554083638376808,20.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7,75,
201,10000,314,15000,7260,100,100,14.154859755542867,2.3325564759792465,6.567783024608926,21.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,9,71,
201,10000,315,15000,7261,100,100,14.193540596274696,2.3325564759792465,6.581478394706767,22.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,5,80,
201,10000,316,15000,7262,100,100,14.2321865944152,2.3325564759792465,6.595169750436138,23.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,5,62,
201,10000,317,15000,7263,100,100,14.270797797020995,2.3325564759792465,6.608857093561809,20.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,8,76,
201,10000,318,15000,7264,100,100,14.309374251064002,2.3325564759792465,6.622540425847517,17.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6,69,
201,10000,319,15000,7265,100,100,14.347916003431626,2.3325564759792465,6.6362197490559645,20.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,5,57,
201,10000,320,15000,7266,100,100,14.386423100926962,2.3325564759792465,6.649895064948822,12.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,7,69,
